City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
130,Alofi,NU,2022-05-22 20:07:00,-19.0595,-169.9187,26.49,73,9,6.1
131,Vao,NC,2022-05-22 20:02:38,-22.6667,167.4833,23.84,86,100,3.71
132,Kamsack,CA,2022-05-22 20:08:00,51.5667,-101.9009,14.81,34,92,3.96
133,Kiunga,PG,2022-05-22 20:08:00,-6.1219,141.2906,22.41,100,77,0.45
134,Port Alfred,ZA,2022-05-22 20:05:19,-33.5906,26.891,15.64,81,39,2.2
135,Ponta Do Sol,PT,2022-05-22 20:03:46,32.6667,-17.1,20.95,81,16,1.39
136,Latung,PH,2022-05-22 20:08:01,5.5,120.8833,28.14,74,100,2.44
137,Saint-Pierre,RE,2022-05-22 20:08:01,-21.3393,55.4781,21.82,68,0,3.6
138,Paris,FR,2022-05-22 20:05:04,48.8534,2.3488,20.64,67,0,3.6
139,Taoudenni,ML,2022-05-22 20:08:01,22.6783,-3.9836,35.31,8,0,4.41
140,Ostrovnoy,RU,2022-05-22 20:08:02,68.0531,39.5131,-0.94,83,16,4.17
141,Xinyu,CN,2022-05-22 20:08:02,27.8043,114.9334,17.39,97,100,0.33
142,Salalah,OM,2022-05-22 20:08:03,17.0151,54.0924,29.05,84,75,2.57
143,Kosovo Polje,XK,2022-05-22 20:08:03,42.6394,21.0961,16.23,79,20,2.06
144,Assiniboia,CA,2022-05-22 20:08:03,49.6334,-105.9845,13.26,26,95,2.49
145,Albany,US,2022-05-22 20:06:26,42.6001,-73.9662,32.04,59,93,4.88
146,Praia Da Vitoria,PT,2022-05-22 20:08:04,38.7333,-27.0667,18.75,97,100,2.4
147,Gilleleje,DK,2022-05-22 20:08:04,56.122,12.3106,12.78,79,60,1.15
148,Guerrero Negro,MX,2022-05-22 20:07:47,27.9769,-114.0611,20.4,55,0,7.33
149,Harindanga,IN,2022-05-22 20:08:04,22.0383,88.3214,29.47,66,28,4.58
150,Krasnoselkup,RU,2022-05-22 20:08:04,65.7,82.4667,11.14,77,42,4.75
151,Uruguaiana,BR,2022-05-22 20:04:35,-29.7547,-57.0883,18.23,68,0,2.2
152,Butaritari,KI,2022-05-22 20:08:05,3.0707,172.7902,27.67,78,54,5.19
153,Kudahuvadhoo,MV,2022-05-22 20:08:05,2.6708,72.8944,28.64,75,58,5.53
154,Sarlat-La-Caneda,FR,2022-05-22 20:08:05,44.889,1.2166,21.13,67,77,0.95
155,Chokurdakh,RU,2022-05-22 20:04:55,70.6333,147.9167,0.3,100,100,0.92
156,Am Timan,TD,2022-05-22 20:08:06,11.0297,20.2827,33.97,26,89,1.21
157,Corner Brook,CA,2022-05-22 20:05:43,48.9667,-57.9484,15.09,89,100,2.11
158,Darhan,MN,2022-05-22 20:08:06,49.4867,105.9228,15.52,39,64,3.18
159,Pangnirtung,CA,2022-05-22 20:08:07,66.1451,-65.7125,-0.14,87,89,2.45
160,Qasigiannguit,GL,2022-05-22 20:08:07,68.8193,-51.1922,2.14,99,100,1.05
161,Kerouane,GN,2022-05-22 20:08:07,9.2667,-9.0167,22.89,86,100,0.8
162,Mount Gambier,AU,2022-05-22 20:08:08,-37.8333,140.7667,2.95,100,100,2.06
163,Preston,GB,2022-05-22 20:08:08,53.7667,-2.7167,16.21,72,98,0.45
164,Nantucket,US,2022-05-22 20:07:24,41.2835,-70.0995,21.06,77,0,5.66
165,Mercedes,AR,2022-05-22 20:08:08,-34.6515,-59.4307,20.02,43,99,4.37
166,Turbat,PK,2022-05-22 20:08:08,26.0023,63.044,34.61,11,0,8.4
167,Medina Del Campo,ES,2022-05-22 20:08:09,41.3124,-4.9141,18.73,65,58,6.19
168,Padang,ID,2022-05-22 20:08:09,-0.9492,100.3543,24.74,87,80,1.79
169,Ambilobe,MG,2022-05-22 20:08:09,-13.2,49.05,23.7,69,64,1.98
170,Nuuk,GL,2022-05-22 20:08:10,64.1835,-51.7216,2.34,80,75,15.95
171,Dondo,MZ,2022-05-22 20:08:10,-19.6094,34.7431,22.73,97,44,2.92
172,Arraial Do Cabo,BR,2022-05-22 20:07:18,-22.9661,-42.0278,22.92,68,0,5.14
173,Nouadhibou,MR,2022-05-22 20:08:10,20.931,-17.0347,18.85,91,2,10.57
174,Payakumbuh,ID,2022-05-22 20:08:11,-0.2202,100.6308,20.07,91,99,1.36
175,Vestmannaeyjar,IS,2022-05-22 20:09:11,63.4427,-20.2734,11.0,72,3,0.7
176,Arona,ES,2022-05-22 20:09:11,28.0996,-16.681,18.32,70,20,9.77
177,Grindavik,IS,2022-05-22 20:09:12,63.8424,-22.4338,9.26,71,0,9.26
178,Abaza,RU,2022-05-22 20:09:12,52.655,90.0928,16.28,60,89,1.91
179,Comodoro Rivadavia,AR,2022-05-22 20:09:12,-45.8667,-67.5,9.92,37,20,7.72
180,Amapa,BR,2022-05-22 20:04:53,1.0,-52.0,25.22,95,97,0.79
181,Lompoc,US,2022-05-22 20:04:58,34.6391,-120.4579,27.05,64,0,6.69
182,La Ronge,CA,2022-05-22 20:09:09,55.1001,-105.2842,14.51,25,100,4.59
183,Oranjestad,AW,2022-05-22 20:09:13,12.524,-70.027,30.97,62,20,11.32
184,Banagher,IE,2022-05-22 20:09:13,53.1886,-7.9867,12.96,78,96,4.96
185,Qixia,CN,2022-05-22 20:09:13,37.2975,120.8256,18.17,56,63,2.86
186,Pastavy,BY,2022-05-22 20:09:14,55.1168,26.8326,7.81,70,100,2.82
187,Benghazi,LY,2022-05-22 20:09:14,32.1167,20.0667,19.57,66,0,1.81
188,Nelson Bay,AU,2022-05-22 20:09:14,-32.7167,152.15,15.0,99,100,0.45
189,Teya,RU,2022-05-22 20:09:14,60.3778,92.6267,6.95,89,0,1.06
190,Prince Albert,CA,2022-05-22 20:04:36,53.2001,-105.7677,15.64,31,99,5.68
191,Buritis,BR,2022-05-22 20:09:15,-15.6178,-46.4233,26.77,34,3,0.98
192,Pampa,US,2022-05-22 20:08:11,35.5362,-100.9599,20.32,26,0,5.66
193,Saldanha,ZA,2022-05-22 20:08:35,-33.0117,17.9442,15.29,87,93,1.94
194,Devarkonda,IN,2022-05-22 20:09:15,16.7,78.9333,30.38,53,11,10.8
195,Barcelos,PT,2022-05-22 20:09:16,41.5388,-8.6151,18.8,94,59,2.27
196,Mount Isa,AU,2022-05-22 20:09:16,-20.7333,139.5,13.87,82,0,0.0
197,Riyadh,SA,2022-05-22 20:09:16,24.6877,46.7219,32.08,9,0,3.38
198,Longyearbyen,SJ,2022-05-22 20:09:16,78.2186,15.6401,1.91,87,75,0.0
199,Kirya,TZ,2022-05-22 20:09:17,-3.9167,37.4833,21.25,67,88,3.29
200,Beidao,CN,2022-05-22 20:09:17,34.5686,105.8933,13.9,92,2,1.71
201,Cockburn Town,TC,2022-05-22 20:06:45,21.4612,-71.1419,28.98,65,40,9.26
202,Leo,BF,2022-05-22 20:09:18,11.1,-2.1,27.84,57,99,3.84
203,Nouakchott,MR,2022-05-22 20:09:18,18.0858,-15.9785,18.96,89,0,7.11
204,Raudeberg,NO,2022-05-22 20:09:18,61.9875,5.1352,11.37,83,100,5.88
205,Rock Falls,US,2022-05-22 20:09:18,41.7798,-89.689,17.99,38,0,5.66
206,Fairlie,GB,2022-05-22 20:09:19,55.756,-4.8556,12.17,89,32,3.03
207,Kabalo,CD,2022-05-22 20:09:19,-6.05,26.9167,24.43,60,100,1.58
208,Qunduz,AF,2022-05-22 20:09:19,36.729,68.857,14.84,56,18,1.68
209,Viana,BR,2022-05-22 20:09:20,-20.3903,-40.4961,22.87,77,74,1.29
210,Bengkulu,ID,2022-05-22 20:09:20,-3.8004,102.2655,24.37,90,32,1.62
211,Horsham,GB,2022-05-22 20:09:20,51.064,-0.3272,18.18,65,0,2.06
212,Santo Antao Do Tojal,PT,2022-05-22 20:09:20,38.8515,-9.1398,18.59,87,75,4.12
213,Cabo San Lucas,MX,2022-05-22 20:05:31,22.8909,-109.9124,29.23,47,0,1.54
214,Nenjiang,CN,2022-05-22 20:09:21,49.1833,125.2167,12.17,61,3,2.4
215,Safakulevo,RU,2022-05-22 20:09:21,54.9901,62.5442,3.9,87,6,3.66
216,Veraval,IN,2022-05-22 20:09:21,20.9,70.3667,29.13,71,100,8.22
217,Deputatskiy,RU,2022-05-22 20:09:22,69.3,139.9,-1.8,92,87,1.3
218,Huarmey,PE,2022-05-22 20:09:22,-10.0681,-78.1522,21.3,72,10,4.05
219,Talnakh,RU,2022-05-22 20:09:22,69.4865,88.3972,0.67,100,100,1.17
220,Sulangan,PH,2022-05-22 20:09:23,11.1373,123.7228,27.97,76,95,2.68
221,Sept-Iles,CA,2022-05-22 20:09:23,50.2001,-66.3821,11.14,79,100,1.34
222,Iskateley,RU,2022-05-22 20:10:23,67.6803,53.1512,-2.14,85,100,10.63
223,Mbini,GQ,2022-05-22 20:10:24,1.574,9.6134,26.21,82,99,4.41
224,Tucupita,VE,2022-05-22 20:10:24,9.0622,-62.051,27.19,80,90,2.29
225,San Andres,CO,2022-05-22 20:10:24,12.5847,-81.7006,30.01,74,75,5.14
226,Vila Franca Do Campo,PT,2022-05-22 20:07:49,37.7167,-25.4333,21.78,93,82,1.91
227,Berdigestyakh,RU,2022-05-22 20:10:25,62.0989,126.6992,5.07,87,18,1.28
228,Vestmanna,FO,2022-05-22 20:10:25,62.1564,-7.1664,8.51,87,100,1.03
229,Kozlovka,RU,2022-05-22 20:10:25,55.8428,48.2492,-0.47,79,28,1.82
230,Saint-Philippe,RE,2022-05-22 20:10:26,-21.3585,55.7679,21.77,75,39,4.94
231,Hajdusamson,HU,2022-05-22 20:10:26,47.6,21.7667,18.82,39,0,5.66
232,Charters Towers,AU,2022-05-22 20:10:26,-20.1,146.2667,18.0,82,100,5.08
233,Port Hardy,CA,2022-05-22 20:06:46,50.6996,-127.4199,12.38,63,100,1.52
234,Bereda,ES,2022-05-22 20:09:23,43.2686,-7.5406,16.34,99,100,1.35
235,Aden,YE,2022-05-22 20:10:27,12.7794,45.0367,31.17,56,53,1.41
236,Boa Vista,BR,2022-05-22 20:10:27,2.8197,-60.6733,23.99,88,75,3.09
237,Yueyang,CN,2022-05-22 20:10:27,29.3333,113.0919,17.56,92,100,1.35
238,Inhambane,MZ,2022-05-22 20:10:28,-23.865,35.3833,20.11,95,98,2.62
239,Iqaluit,CA,2022-05-22 20:06:47,63.7506,-68.5145,-3.15,86,100,10.8
240,Chuy,UY,2022-05-22 20:06:49,-33.6971,-53.4616,15.05,69,69,1.79
241,Mendi,PG,2022-05-22 20:07:09,-6.1761,143.6513,10.78,95,35,1.51
242,Santa Maria,BR,2022-05-22 20:10:28,-29.6842,-53.8069,16.23,79,97,1.32
243,Skelleftea,SE,2022-05-22 20:10:28,64.7507,20.9528,14.44,34,0,3.09
244,Christchurch,NZ,2022-05-22 20:10:26,-43.5333,172.6333,3.56,93,6,0.0
245,Ortakoy,TR,2022-05-22 20:10:29,38.7373,34.0387,14.14,59,100,1.38
246,Kroya,ID,2022-05-22 20:10:29,-7.6331,109.2461,24.76,90,51,1.59
247,Klaksvik,FO,2022-05-22 20:06:03,62.2266,-6.589,9.51,89,41,2.18
248,Jiangyou,CN,2022-05-22 20:10:29,31.7667,104.7167,18.36,86,4,0.44
249,Kalmunai,LK,2022-05-22 20:09:17,7.4167,81.8167,27.47,71,40,1.68
250,Port Augusta,AU,2022-05-22 20:10:30,-32.5,137.7667,15.71,69,100,1.25
251,Matay,EG,2022-05-22 20:10:30,28.419,30.7792,23.92,25,0,4.05
252,Porto Nacional,BR,2022-05-22 20:10:30,-10.7081,-48.4172,31.0,51,10,1.65
253,Inuvik,CA,2022-05-22 20:10:31,68.3499,-133.7218,1.26,54,8,4.2
254,Taitung,TW,2022-05-22 20:10:31,22.7583,121.1444,24.54,85,62,1.22
255,Avera,US,2022-05-22 20:09:27,33.194,-82.5271,32.99,35,100,4.7
256,Rochester,US,2022-05-22 20:07:41,43.1548,-77.6156,14.88,90,100,3.09
257,Lasa,IT,2022-05-22 20:10:21,46.6166,10.7002,17.42,93,100,1.31
258,Namatanai,PG,2022-05-22 20:06:31,-3.6667,152.4333,26.29,71,46,4.35
259,Macklin,CA,2022-05-22 20:10:32,52.3334,-109.9348,14.37,25,38,5.53
260,Ginir,ET,2022-05-22 20:10:32,7.1333,40.7,15.51,59,57,2.48
261,Nishiwaki,JP,2022-05-22 20:10:32,34.9833,134.9667,16.69,94,30,1.96
262,Fort Nelson,CA,2022-05-22 20:07:52,58.8053,-122.7002,11.22,59,100,1.17
263,Kahului,US,2022-05-22 20:08:37,20.8947,-156.47,29.01,62,40,8.75
264,Kushmurun,KZ,2022-05-22 20:10:32,52.4503,64.6311,8.86,72,100,7.15
265,Bowen,AU,2022-05-22 20:10:33,-20.0167,148.2333,20.56,82,100,4.14
266,Elk Plain,US,2022-05-22 20:11:33,47.0532,-122.3976,21.88,50,0,3.13
267,Mattru,SL,2022-05-22 20:11:33,7.6244,-11.8332,23.85,96,100,1.55
268,Yerbogachen,RU,2022-05-22 20:11:34,61.2767,108.0108,7.19,93,70,0.56
269,Jiaozuo,CN,2022-05-22 20:11:34,35.2397,113.2331,20.28,63,0,3.1
270,Ivdel,RU,2022-05-22 20:11:34,60.6911,60.4206,1.63,98,100,1.94
271,Richards Bay,ZA,2022-05-22 20:11:35,-28.783,32.0377,16.9,89,100,7.63
272,Anjiang,CN,2022-05-22 20:11:35,27.3194,110.1031,16.83,99,100,0.36
273,Kangalassy,RU,2022-05-22 20:11:35,62.3464,129.9628,5.52,77,22,1.27
274,Villa Maria,AR,2022-05-22 20:11:36,-32.4075,-63.2402,23.23,43,5,6.98
275,Pevek,RU,2022-05-22 20:11:36,69.7008,170.3133,1.48,90,84,5.04
276,Baruun-Urt,MN,2022-05-22 20:11:36,46.6806,113.2792,13.77,36,12,2.02
277,Leningradskiy,RU,2022-05-22 20:11:37,69.3833,178.4167,1.45,96,100,1.85
278,Xiazhen,CN,2022-05-22 20:11:37,34.8022,117.1117,18.4,48,7,2.0
279,Trogir,HR,2022-05-22 20:11:37,43.5125,16.2517,23.83,78,0,1.54
280,Shenjiamen,CN,2022-05-22 20:11:38,29.9576,122.298,18.75,87,100,4.37
281,Haines Junction,CA,2022-05-22 20:08:36,60.7522,-137.5108,10.67,43,100,2.33
282,Nizhniy Ufaley,RU,2022-05-22 20:11:38,55.9153,59.9842,-0.42,97,93,1.75
283,Camocim,BR,2022-05-22 20:11:38,-2.9022,-40.8411,26.03,87,53,2.35
284,Bouake,CI,2022-05-22 20:11:39,7.6895,-5.0218,20.28,97,99,3.03
285,Bethel,US,2022-05-22 20:07:48,41.3712,-73.414,33.99,52,0,4.63
286,Rajur,IN,2022-05-22 20:11:39,20.1167,78.9167,34.01,31,0,8.53
287,Myitkyina,MM,2022-05-22 20:11:39,25.3833,97.4,22.05,97,43,0.99
288,Keta,GH,2022-05-22 20:11:39,5.9179,0.9879,26.31,77,90,2.55
289,Shingu,JP,2022-05-22 20:11:40,33.7333,135.9833,16.96,75,2,2.92
290,Rio Gallegos,AR,2022-05-22 20:11:40,-51.6226,-69.2181,5.03,60,0,4.63
291,Maroantsetra,MG,2022-05-22 20:11:40,-15.4333,49.7333,22.76,86,60,1.09
292,Laibin,CN,2022-05-22 20:11:41,23.7,109.2667,20.11,95,100,2.58
293,Tautira,PF,2022-05-22 20:11:41,-17.7333,-149.15,26.33,74,25,6.34
