City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Terrace,CA,2022-05-22 20:10:45,54.5163,-128.6035,18.59,38,100,1.54
295,Lamu,KE,2022-05-22 20:11:41,-2.2717,40.902,27.12,82,91,5.99
296,Sao Filipe,CV,2022-05-22 20:07:47,14.8961,-24.4956,22.53,76,12,4.78
297,Sanmenxia,CN,2022-05-22 20:11:42,34.7747,111.1814,17.61,61,0,2.2
298,Waipawa,NZ,2022-05-22 20:11:42,-41.4122,175.5153,9.56,72,96,4.22
299,Belmonte,BR,2022-05-22 20:11:42,-15.8631,-38.8828,23.47,75,8,4.46
300,Qaqortoq,GL,2022-05-22 20:11:43,60.7167,-46.0333,2.01,98,100,4.02
301,San Buenaventura,MX,2022-05-22 20:11:43,27.0833,-101.5333,23.51,88,100,3.09
302,Pahrump,US,2022-05-22 20:09:44,36.2083,-115.9839,29.91,9,47,1.34
303,Waikuku,NZ,2022-05-22 20:11:44,-43.3,172.6833,3.61,80,2,1.83
304,Midland,US,2022-05-22 20:07:36,31.9974,-102.0779,22.73,31,0,4.02
305,Twin Falls,US,2022-05-22 20:11:45,42.3505,-114.6445,12.94,41,20,4.12
306,Goderich,CA,2022-05-22 20:09:48,43.7501,-81.7165,8.28,92,100,4.97
307,Carroll,US,2022-05-22 20:11:45,39.5501,-77.0164,32.29,46,68,1.79
308,Mackenzie,CA,2022-05-22 20:11:19,55.2999,-123.1698,18.12,22,0,6.69
309,Severo-Yeniseyskiy,RU,2022-05-22 20:11:45,60.3725,93.0408,5.33,90,0,1.11
310,Santa Maria Del Oro,MX,2022-05-22 20:11:46,25.9333,-105.3667,31.91,8,0,4.11
311,Beloha,MG,2022-05-22 20:09:52,-25.1667,45.05,18.57,88,5,3.19
312,Bonanza,NI,2022-05-22 20:12:46,14.0289,-84.591,24.16,94,99,1.24
313,Bud,US,2022-05-22 20:12:46,39.447,-86.1758,20.11,51,100,5.48
314,Ilhabela,BR,2022-05-22 20:12:47,-23.7781,-45.3581,20.28,76,4,2.14
315,Seoul,KR,2022-05-22 20:10:27,37.5683,126.9778,16.69,90,2,1.11
316,Yar-Sale,RU,2022-05-22 20:12:47,66.8333,70.8333,0.77,92,100,11.96
317,Kota Bahru,MY,2022-05-22 20:12:47,6.1333,102.2386,25.68,87,100,2.25
318,Viedma,AR,2022-05-22 20:12:48,-40.8135,-62.9967,14.34,38,100,5.8
319,Srednekolymsk,RU,2022-05-22 20:07:50,67.45,153.6833,11.55,46,88,5.96
320,Foshan,CN,2022-05-22 20:12:48,23.0268,113.1315,24.41,81,100,2.25
321,San Patricio,US,2022-05-22 20:08:12,28.017,-97.5169,29.4,61,100,5.64
322,Kasangulu,CD,2022-05-22 20:12:48,-4.5911,15.1708,22.47,87,99,1.68
323,Key Largo,US,2022-05-22 20:12:49,25.0865,-80.4473,30.56,71,100,8.0
324,Panguna,PG,2022-05-22 20:12:49,-6.3164,155.4848,18.99,94,45,0.63
325,Chanute,US,2022-05-22 20:12:49,37.6792,-95.4572,20.06,34,0,3.09
326,Waingapu,ID,2022-05-22 20:12:16,-9.6567,120.2641,25.1,83,44,4.06
327,Haifa,IL,2022-05-22 20:12:50,32.8156,34.9892,20.1,77,2,0.45
328,Braco Do Norte,BR,2022-05-22 20:12:50,-28.275,-49.1656,17.51,76,91,0.92
329,Ishigaki,JP,2022-05-22 20:12:50,24.3448,124.1572,25.43,79,100,6.13
330,Kautokeino,NO,2022-05-22 20:12:51,69.0125,23.0412,1.77,97,100,0.88
331,Kaeo,NZ,2022-05-22 20:12:51,-35.1,173.7833,13.1,87,99,1.87
332,Dingle,PH,2022-05-22 20:10:24,10.9995,122.6711,24.89,87,100,1.79
333,Bilma,NE,2022-05-22 20:12:51,18.6853,12.9164,32.86,9,97,3.03
334,Port Keats,AU,2022-05-22 20:12:51,-14.25,129.55,22.2,49,43,3.82
335,Cassino,IT,2022-05-22 20:12:52,41.4876,13.8315,22.17,74,3,1.34
336,Anloga,GH,2022-05-22 20:12:52,5.7947,0.8973,26.41,78,73,2.74
337,Peniche,PT,2022-05-22 20:12:53,39.3558,-9.3811,17.27,94,100,5.73
338,Ferme-Neuve,CA,2022-05-22 20:12:53,46.7001,-75.4493,10.79,98,100,2.44
339,Rujewa,TZ,2022-05-22 20:12:53,-8.7,34.3833,19.74,68,5,3.88
340,Murmashi,RU,2022-05-22 20:12:53,68.8154,32.8115,3.23,100,75,0.0
341,Sotnikovskoye,RU,2022-05-22 20:12:54,45.0039,43.7772,13.82,84,92,3.74
342,Filadelfia,US,2022-05-22 20:08:38,39.9523,-75.1638,33.88,50,40,7.2
343,Amli,IN,2022-05-22 20:12:54,20.2833,73.0167,29.42,63,100,5.63
344,Lorengau,PG,2022-05-22 20:12:55,-2.0226,147.2712,28.23,70,95,5.29
345,Agadir,MA,2022-05-22 20:12:55,30.4202,-9.5982,23.25,72,27,1.84
346,Coahuayana,MX,2022-05-22 20:09:33,18.7333,-103.6833,32.01,49,0,3.93
347,Berbera,SO,2022-05-22 20:12:56,10.4396,45.0143,31.95,51,100,3.93
348,Homer,US,2022-05-22 20:12:56,59.6425,-151.5483,15.58,57,0,1.54
349,Tasiilaq,GL,2022-05-22 20:10:22,65.6145,-37.6368,2.09,98,100,3.91
350,Ternate,ID,2022-05-22 20:08:29,0.8,127.4,26.8,80,100,1.08
351,Caceres,ES,2022-05-22 20:10:29,39.522,-6.3748,19.67,65,75,2.02
352,Dhidhdhoo,MV,2022-05-22 20:12:57,6.8833,73.1,28.46,78,68,6.59
353,Abu Samrah,SY,2022-05-22 20:09:13,35.3029,37.1841,16.81,62,10,7.63
354,Chipiona,ES,2022-05-22 20:12:57,36.7366,-6.437,20.17,88,0,6.69
355,Omsukchan,RU,2022-05-22 20:12:52,62.5333,155.8,0.24,98,100,3.45
356,Luena,AO,2022-05-22 20:12:58,-11.7833,19.9167,15.27,54,50,2.21
357,Khorixas,NA,2022-05-22 20:12:58,-20.3667,14.9667,17.14,17,2,5.43
358,Chippewa Falls,US,2022-05-22 20:13:59,44.9369,-91.3929,12.18,48,100,3.6
359,Havre,FR,2022-05-22 20:13:59,49.5833,0.3333,18.22,82,0,3.09
360,Fortuna,US,2022-05-22 20:10:39,40.5982,-124.1573,17.14,79,20,6.17
361,Micheweni,TZ,2022-05-22 20:13:59,-4.9667,39.8333,26.08,78,100,6.14
362,Kajaani,FI,2022-05-22 20:14:00,64.2273,27.7285,10.03,57,95,2.57
363,Balsas,BR,2022-05-22 20:12:17,-7.5325,-46.0356,28.84,53,86,2.18
364,Kavaratti,IN,2022-05-22 20:14:00,10.5669,72.642,28.41,80,94,8.29
365,Constitucion,CL,2022-05-22 20:14:00,-35.3333,-72.4167,11.76,90,100,4.84
366,Qingdao,CN,2022-05-22 20:14:01,36.0986,120.3719,18.08,71,97,2.99
367,Taltal,CL,2022-05-22 20:14:01,-25.4,-70.4833,18.27,69,23,2.87
368,Avarua,CK,2022-05-22 20:14:01,-21.2078,-159.775,27.03,89,75,4.63
369,San Cristobal,VE,2022-05-22 20:14:01,7.7669,-72.225,27.1,42,1,3.0
370,Ouesso,CG,2022-05-22 20:14:02,1.6136,16.0517,22.29,95,72,1.15
371,Asosa,ET,2022-05-22 20:14:02,10.0667,34.5333,16.93,90,100,1.39
372,Mandalgovi,MN,2022-05-22 20:14:02,45.7625,106.2708,13.7,33,0,3.18
373,Ignacio Zaragoza,MX,2022-05-22 20:14:03,28.3833,-107.2167,28.64,9,52,7.36
374,Hami,CN,2022-05-22 20:14:03,42.8,93.45,26.28,19,96,4.8
375,Boueni,YT,2022-05-22 20:14:03,-12.9025,45.0761,26.99,71,99,0.96
376,Zunyi,CN,2022-05-22 20:14:04,27.6867,106.9072,13.04,97,96,0.38
377,Paamiut,GL,2022-05-22 20:14:04,61.994,-49.6678,1.46,90,100,9.51
378,Anadyr,RU,2022-05-22 20:14:04,64.75,177.4833,8.05,65,84,3.17
379,Novyy Urengoy,RU,2022-05-22 20:14:04,66.0833,76.6333,7.38,85,100,7.29
380,Oranjemund,NA,2022-05-22 20:14:05,-28.55,16.4333,13.35,72,13,2.93
381,Sambava,MG,2022-05-22 20:14:05,-14.2667,50.1667,22.6,87,24,4.99
382,Namibe,AO,2022-05-22 20:14:05,-15.1961,12.1522,20.65,74,0,1.5
383,Cabangan,PH,2022-05-22 20:14:06,15.158,120.0569,24.0,89,100,1.94
384,Half Moon Bay,US,2022-05-22 20:11:06,37.4636,-122.4286,28.66,64,0,8.75
385,Casas Grandes,MX,2022-05-22 20:14:06,30.3667,-107.95,27.47,14,93,5.13
386,Palmer,US,2022-05-22 20:12:33,42.1584,-72.3287,34.32,41,40,5.14
387,Balaipungut,ID,2022-05-22 20:14:06,1.05,101.2833,24.33,97,97,0.88
388,Sur,OM,2022-05-22 20:14:07,22.5667,59.5289,32.87,45,0,5.64
389,Faanui,PF,2022-05-22 20:14:07,-16.4833,-151.75,27.02,73,11,6.74
390,Itoman,JP,2022-05-22 20:14:07,26.1247,127.6694,24.01,78,75,4.63
391,Evensk,RU,2022-05-22 20:14:08,61.95,159.2333,3.64,89,99,0.92
392,Tuatapere,NZ,2022-05-22 20:14:08,-46.1333,167.6833,6.59,84,63,3.5
393,Alihe,CN,2022-05-22 20:14:08,50.5667,123.7167,7.87,93,27,1.41
394,Aiken,US,2022-05-22 20:11:22,33.5835,-81.5998,31.99,56,40,4.63
395,Nara,JP,2022-05-22 20:11:57,34.6851,135.8049,17.76,84,47,0.65
396,Makakilo City,US,2022-05-22 20:11:50,21.3469,-158.0858,27.18,60,100,5.14
397,Eureka,US,2022-05-22 20:14:09,40.8021,-124.1637,23.71,72,67,2.68
398,Lavrentiya,RU,2022-05-22 20:11:33,65.5833,-171.0,3.85,79,100,3.83
399,Manaure,CO,2022-05-22 20:14:09,11.7751,-72.4445,32.17,49,7,8.8
400,Umm Lajj,SA,2022-05-22 20:14:10,25.0213,37.2685,26.86,47,7,5.0
401,Dombarovskiy,RU,2022-05-22 20:14:10,50.7587,59.5386,8.65,94,100,7.4
402,Samarai,PG,2022-05-22 20:14:10,-10.6167,150.6667,26.67,80,23,2.58
403,San Quintin,MX,2022-05-22 20:12:47,30.4833,-115.95,18.6,57,0,5.33
404,Kirkenaer,NO,2022-05-22 20:14:11,60.4564,12.0582,9.84,83,25,2.18
405,Ciudad Bolivar,VE,2022-05-22 20:14:11,8.1222,-63.5497,30.61,53,100,2.94
406,Kilindoni,TZ,2022-05-22 20:15:12,-7.9139,39.6668,26.81,73,76,5.01
407,Pacific Grove,US,2022-05-22 20:10:54,36.6177,-121.9166,20.13,79,20,4.63
408,Beberibe,BR,2022-05-22 20:15:12,-4.1797,-38.1306,26.13,83,7,2.59
409,Caravelas,BR,2022-05-22 20:15:12,-17.7125,-39.2481,22.06,75,1,2.45
410,Nishihara,JP,2022-05-22 20:15:13,26.1842,127.7558,23.6,81,75,4.63
411,Abha,SA,2022-05-22 20:15:13,18.2164,42.5053,21.14,26,0,0.0
412,Yarada,IN,2022-05-22 20:15:13,17.65,83.2667,29.18,70,40,1.03
413,Belaya Gora,RU,2022-05-22 20:12:19,68.5333,146.4167,7.73,77,21,0.32
414,Boyuibe,BO,2022-05-22 20:15:14,-20.4167,-63.2833,24.58,35,1,2.65
415,Nybro,SE,2022-05-22 20:15:14,56.7446,15.9071,8.47,76,98,1.58
416,San Vicente,AR,2022-05-22 20:15:14,-26.6167,-54.1333,16.01,62,100,0.49
417,Banjar,ID,2022-05-22 20:15:15,-8.19,114.9675,24.52,85,98,1.73
418,Hobyo,SO,2022-05-22 20:15:15,5.3505,48.5268,26.78,83,100,13.26
419,Chapais,CA,2022-05-22 20:15:15,49.7834,-74.8492,0.88,96,100,2.56
420,Angoche,MZ,2022-05-22 20:15:16,-16.2325,39.9086,24.6,81,0,3.43
421,Lae,PG,2022-05-22 20:15:16,-6.7221,146.9847,24.37,80,43,2.5
422,Kantunilkin,MX,2022-05-22 20:15:16,21.0917,-87.45,34.93,36,5,4.8
423,Roald,NO,2022-05-22 20:15:17,62.5833,6.1333,15.09,93,75,1.54
424,Matara,LK,2022-05-22 20:15:17,5.9485,80.5353,25.77,90,27,4.83
425,Port-Gentil,GA,2022-05-22 20:15:17,-0.7193,8.7815,25.98,83,75,4.63
426,Aksarka,RU,2022-05-22 20:15:18,66.5606,67.7975,0.78,88,100,12.55
427,Zarubino,RU,2022-05-22 20:15:18,42.63,131.0922,11.51,72,9,2.12
428,Coihueco,CL,2022-05-22 20:11:55,-36.6167,-71.8333,9.41,93,100,10.29
429,Vitim,RU,2022-05-22 20:15:18,59.4511,112.5578,5.68,95,88,0.72
430,Ha Giang,VN,2022-05-22 20:11:55,22.8333,104.9833,22.32,99,100,1.39
431,Saint-Francois,FR,2022-05-22 20:15:19,46.4154,3.9054,22.69,73,100,3.09
432,Nampula,MZ,2022-05-22 20:15:19,-15.1165,39.2666,20.97,94,0,3.09
433,Luanda,AO,2022-05-22 20:15:19,-8.8368,13.2343,23.0,83,20,3.6
434,Banda Aceh,ID,2022-05-22 20:15:19,5.5577,95.3222,27.14,79,100,5.91
435,Bull Savanna,JM,2022-05-22 20:15:20,17.8868,-77.5902,27.76,65,100,7.34
436,Petropavlovsk-Kamchatskiy,RU,2022-05-22 20:15:20,53.0452,158.6483,5.33,93,75,1.0
437,Douentza,ML,2022-05-22 20:15:20,14.9951,-2.9517,32.65,29,100,0.83
438,Aklavik,CA,2022-05-22 20:15:21,68.2191,-135.0107,1.36,66,97,3.7
439,Mange,SL,2022-05-22 20:15:21,8.9167,-12.85,25.61,87,100,2.3
440,Leshan,CN,2022-05-22 20:15:21,29.5623,103.7639,17.17,93,23,1.16
441,Fairbanks,US,2022-05-22 20:13:09,64.8378,-147.7164,19.06,27,40,2.57
442,Tahta,EG,2022-05-22 20:15:22,26.7693,31.5021,24.91,20,0,5.13
443,Hovd,MN,2022-05-22 20:15:22,48.0056,91.6419,17.55,20,99,0.86
444,Colorado,BR,2022-05-22 20:15:22,-22.8375,-51.9731,20.09,47,0,2.38
445,Lukovetskiy,RU,2022-05-22 20:15:23,64.2956,41.9211,0.35,70,67,4.62
446,Piacabucu,BR,2022-05-22 20:15:23,-10.4056,-36.4344,25.35,71,0,4.59
447,Skibbereen,IE,2022-05-22 20:15:23,51.55,-9.2667,12.28,92,32,5.55
448,Marzuq,YE,2022-05-22 20:15:24,14.4,46.4667,25.32,15,74,0.61
449,Broken Hill,AU,2022-05-22 20:15:24,-31.95,141.4333,12.1,81,3,2.58
450,Marfino,RU,2022-05-22 20:15:24,55.7028,37.3822,6.04,56,0,5.0
451,Wajir,KE,2022-05-22 20:15:24,1.7471,40.0573,28.24,55,20,4.79
452,Betioky,MG,2022-05-22 20:15:25,-23.7167,44.3833,19.45,52,2,1.99
453,Doha,QA,2022-05-22 20:16:25,25.2867,51.5333,33.99,14,0,7.72
454,Galle,LK,2022-05-22 20:14:26,6.0367,80.217,26.52,86,19,5.38
455,Yeniseysk,RU,2022-05-22 20:16:25,58.4497,92.1703,8.48,76,6,2.0
456,Kampong Chhnang,KH,2022-05-22 20:16:26,12.1667,104.55,24.59,92,100,3.51
457,College,US,2022-05-22 20:16:26,64.8569,-147.8028,19.05,27,40,2.57
458,Vilyuysk,RU,2022-05-22 20:16:26,63.7553,121.6247,7.83,70,91,1.81
459,Port Moresby,PG,2022-05-22 20:16:26,-9.4431,147.1797,25.68,89,20,2.57
460,Kovdor,RU,2022-05-22 20:16:27,67.5662,30.4758,1.22,99,100,1.23
461,Fernandopolis,BR,2022-05-22 20:16:27,-20.2839,-50.2464,21.85,40,0,1.05
462,Illintsi,UA,2022-05-22 20:16:27,49.1048,29.2177,9.76,84,94,4.96
463,Neuquen,AR,2022-05-22 20:12:31,-38.9516,-68.0591,15.94,41,75,7.2
464,Dzhebariki-Khaya,RU,2022-05-22 20:12:16,62.2167,135.8,4.69,72,21,0.24
465,Mogadishu,SO,2022-05-22 20:16:28,2.0371,45.3438,27.09,84,100,8.37
466,Novikovo,RU,2022-05-22 20:14:46,51.1537,37.8879,7.67,95,93,3.41
467,Tomatlan,MX,2022-05-22 20:14:40,19.9333,-105.25,32.53,41,0,5.86
468,Takoradi,GH,2022-05-22 20:16:28,4.8845,-1.7554,24.22,89,100,1.91
469,Starokozache,UA,2022-05-22 20:16:28,46.3372,29.9853,13.38,65,100,3.56
470,Dunedin,NZ,2022-05-22 20:16:29,-45.8742,170.5036,8.22,63,63,4.02
471,Roma,US,2022-05-22 20:13:57,43.2128,-75.4557,22.08,88,100,7.72
472,Portland,US,2022-05-22 20:16:26,45.5234,-122.6762,23.47,41,75,3.6
473,Jardim,BR,2022-05-22 20:16:29,-21.4803,-56.1381,24.72,39,95,0.94
474,Tres Arroyos,AR,2022-05-22 20:16:29,-38.3739,-60.2798,15.75,38,100,6.46
475,Shizunai,JP,2022-05-22 20:16:30,42.3339,142.3669,11.05,93,94,2.58
476,Gweta,BW,2022-05-22 20:16:30,-20.1833,25.2333,13.14,39,0,3.38
477,Shimoda,JP,2022-05-22 20:15:21,34.6667,138.95,17.97,84,17,4.01
478,Lipany,SK,2022-05-22 20:16:30,49.1538,20.9638,12.17,89,80,1.74
479,Lichinga,MZ,2022-05-22 20:16:31,-13.3128,35.2406,14.58,74,10,2.17
480,Sabang,ID,2022-05-22 20:16:31,5.8933,95.3214,28.7,76,100,9.72
481,Alice Springs,AU,2022-05-22 20:16:31,-23.7,133.8833,5.75,75,48,0.0
482,Bandarbeyla,SO,2022-05-22 20:16:32,9.4942,50.8122,26.94,86,53,8.4
483,Elliot Lake,CA,2022-05-22 20:16:32,46.3834,-82.6331,10.98,48,99,3.54
484,Piopio,NZ,2022-05-22 20:16:32,-38.4667,175.0167,10.6,98,55,1.31
485,Deming,US,2022-05-22 20:16:33,32.2687,-107.7586,24.94,20,0,3.6
486,Sioux Falls,US,2022-05-22 20:13:54,43.55,-96.7003,13.92,46,40,4.12
487,Ugoofaaru,MV,2022-05-22 20:15:44,5.6667,73.0,28.45,77,76,6.11
488,Sedalia,US,2022-05-22 20:14:53,38.7045,-93.2283,18.25,42,0,5.81
489,Margate,GB,2022-05-22 20:16:33,51.3813,1.3862,16.84,76,100,1.34
490,Sao Joao Da Barra,BR,2022-05-22 20:16:33,-21.6403,-41.0511,23.05,67,24,4.63
491,Sicuani,PE,2022-05-22 20:16:34,-14.2694,-71.2261,15.27,29,99,6.16
492,Bougouni,ML,2022-05-22 20:16:34,11.417,-7.479,26.53,62,100,0.77
493,Lubango,AO,2022-05-22 20:12:15,-14.9172,13.4925,13.71,42,0,1.14
494,Okhotsk,RU,2022-05-22 20:14:00,59.3833,143.3,1.52,99,100,4.99
495,Tessalit,ML,2022-05-22 20:15:31,20.1986,1.0114,33.98,15,26,3.04
496,Ketchikan,US,2022-05-22 20:16:35,55.3422,-131.6461,14.26,58,0,5.66
497,Unhel,IN,2022-05-22 20:16:35,23.3333,75.5667,27.19,68,0,9.67
498,Japura,ID,2022-05-22 20:16:35,-0.3167,102.35,23.26,99,94,0.88
499,Greymouth,NZ,2022-05-22 20:16:35,-42.4667,171.2,6.47,88,11,2.62
500,Sorland,NO,2022-05-22 20:17:36,67.667,12.6934,7.92,92,100,3.39
501,Bogo,PH,2022-05-22 20:17:36,11.0517,124.0055,25.78,83,73,1.9
502,Quincy,US,2022-05-22 20:13:31,42.2529,-71.0023,35.87,51,20,7.2
503,Clyde River,CA,2022-05-22 20:17:36,70.4692,-68.5914,-6.87,93,100,16.46
504,Yazykovo,RU,2022-05-22 20:17:37,55.2199,56.1353,3.58,83,97,2.99
505,Talipparamba,IN,2022-05-22 20:17:37,12.05,75.35,23.25,95,76,1.31
506,Komsomolskiy,UZ,2022-05-22 20:17:37,40.4272,71.7189,12.4,82,40,0.0
507,Pittsburg,US,2022-05-22 20:17:38,38.028,-121.8847,32.16,26,0,4.63
508,Deep River,CA,2022-05-22 20:17:38,46.1001,-77.4995,11.08,84,100,4.4
509,Pishva,IR,2022-05-22 20:17:38,35.308,51.7267,22.17,18,1,3.38
510,Te Anau,NZ,2022-05-22 20:17:39,-45.4167,167.7167,2.65,91,13,0.12
511,Tepalcatepec,MX,2022-05-22 20:17:39,19.1833,-102.85,39.67,23,0,2.04
512,Izazi,TZ,2022-05-22 20:17:39,-7.2,35.7333,21.57,62,98,1.96
513,Poquoson,US,2022-05-22 20:17:39,37.1224,-76.3458,32.79,65,40,7.72
514,Wencheng,CN,2022-05-22 20:17:40,33.0559,113.7978,18.38,82,0,1.46
515,Orlik,RU,2022-05-22 20:17:40,52.5178,99.825,10.53,57,90,1.3
516,Dorobantu,RO,2022-05-22 20:17:40,44.2167,26.95,18.91,68,99,4.93
517,Ouadda,CF,2022-05-22 20:17:41,8.0777,22.4007,23.65,64,55,1.82
518,Karasburg,NA,2022-05-22 20:17:41,-28.0167,18.75,13.64,49,8,4.6
519,Bada,RU,2022-05-22 20:17:41,51.392,109.8717,12.01,71,100,1.53
520,Port Blair,IN,2022-05-22 20:17:41,11.6667,92.75,29.02,84,75,5.14
521,Kieta,PG,2022-05-22 20:17:42,-6.2167,155.6333,25.52,82,68,1.31
522,Sabaudia,IT,2022-05-22 20:17:42,41.3003,13.0282,21.22,91,0,0.86
523,Kidal,ML,2022-05-22 20:17:42,18.4411,1.4078,31.01,28,24,5.94
524,Airai,TL,2022-05-22 20:17:43,-8.9266,125.4092,14.88,90,51,1.7
525,Punta Cardon,VE,2022-05-22 20:17:43,11.6581,-70.215,28.66,61,2,14.8
526,Faya,SA,2022-05-22 20:17:43,18.3851,42.4509,22.06,27,0,0.66
527,Rocha,UY,2022-05-22 20:17:44,-34.4833,-54.3333,15.25,69,26,2.23
528,Ilave,PE,2022-05-22 20:17:44,-16.0833,-69.6667,11.79,22,10,2.34
529,Pisco,PE,2022-05-22 20:17:44,-13.7,-76.2167,20.01,82,20,4.63
530,Alyangula,AU,2022-05-22 20:17:44,-13.8483,136.4192,25.15,79,100,4.74
531,Soni,TZ,2022-05-22 20:17:45,-4.85,38.3667,15.91,84,88,0.79
532,Hay River,CA,2022-05-22 20:17:45,60.8156,-115.7999,4.99,70,75,2.06
533,Port-Cartier,CA,2022-05-22 20:17:45,50.0334,-66.8654,10.12,72,94,2.04
534,Juneau,US,2022-05-22 20:15:11,58.3019,-134.4197,18.25,67,40,3.6
535,Trebinje,BA,2022-05-22 20:17:46,42.7119,18.3442,19.2,77,0,2.06
536,Puerto Del Rosario,ES,2022-05-22 20:17:46,28.5004,-13.8627,20.86,78,20,6.69
537,Rosarito,MX,2022-05-22 20:17:46,32.3333,-117.0333,25.35,59,0,5.69
538,Port Alberni,CA,2022-05-22 20:17:47,49.2413,-124.8028,23.22,41,100,1.34
539,Chimore,BO,2022-05-22 20:17:47,-16.9833,-65.1333,22.44,72,89,1.23
540,Ayia Galini,GR,2022-05-22 20:17:47,35.1,24.6833,21.33,90,0,2.9
541,Bubaque,GW,2022-05-22 20:17:48,11.2833,-15.8333,25.73,75,79,7.21
542,Aksarayskiy,RU,2022-05-22 20:17:48,46.7924,48.0119,15.87,70,19,3.08
543,Ritchie,ZA,2022-05-22 20:17:48,-29.038,24.6028,7.56,61,5,3.89
544,Husavik,IS,2022-05-22 20:13:06,66.0449,-17.3389,3.12,98,100,4.16
545,Santa Isabel Do Rio Negro,BR,2022-05-22 20:17:49,-0.4139,-65.0192,28.95,67,100,0.77
546,Saint-Denis,FR,2022-05-22 20:18:49,48.9167,2.3333,20.08,69,0,4.12
547,Sudbury,CA,2022-05-22 20:15:17,46.49,-80.99,13.01,78,96,3.58
548,Muscat,OM,2022-05-22 20:18:49,23.6139,58.5922,32.01,32,0,4.45
549,Lumut,MY,2022-05-22 20:15:16,4.2323,100.6298,26.65,81,100,1.63
550,Bouar,CF,2022-05-22 20:18:49,5.934,15.596,19.17,92,54,1.56
551,Karaman,TR,2022-05-22 20:18:50,37.0833,33.25,12.03,71,100,2.44
552,Luganville,VU,2022-05-22 20:18:50,-15.5333,167.1667,25.24,90,11,1.13
553,Palafrugell,ES,2022-05-22 20:18:11,41.9174,3.1631,22.97,49,6,1.34
554,Zhanakorgan,KZ,2022-05-22 20:18:50,43.9098,67.2495,16.74,28,4,3.63
555,Cumpas,MX,2022-05-22 20:18:51,29.9833,-109.7833,32.27,14,100,3.35
556,Hammerfest,NO,2022-05-22 20:18:51,70.6634,23.6821,8.25,66,75,1.54
557,Santiago Del Estero,AR,2022-05-22 20:18:51,-27.7951,-64.2615,25.4,29,0,5.5
558,Balikpapan,ID,2022-05-22 20:18:51,-1.2675,116.8289,25.04,89,100,1.21
559,Le Vauclin,MQ,2022-05-22 20:18:52,14.5452,-60.8388,29.03,70,75,7.2
560,Longkou,CN,2022-05-22 20:18:52,37.6508,120.3286,18.67,64,100,5.38
561,Mitsamiouli,KM,2022-05-22 20:18:52,-11.3847,43.2844,27.02,77,40,2.95
562,Tubuala,PA,2022-05-22 20:18:53,9.5167,-79.0333,28.23,79,39,3.33
563,Adrar,MR,2022-05-22 20:18:53,20.5022,-10.0711,35.33,11,94,3.87
564,Troitskoye,RU,2022-05-22 20:18:53,52.9821,84.6757,13.37,68,13,7.63
565,Maues,BR,2022-05-22 20:18:54,-3.3836,-57.7186,26.92,76,84,0.5
566,Codajas,BR,2022-05-22 20:18:54,-3.8367,-62.0569,30.18,58,13,1.27
567,Bharatpur,IN,2022-05-22 20:17:31,27.2167,77.4833,31.39,37,29,6.87
568,Sehithwa,BW,2022-05-22 20:18:54,-20.4667,22.7167,11.2,44,0,3.12
569,Marawi,PH,2022-05-22 20:18:55,7.9986,124.2928,20.93,92,99,1.45
570,Youghal,IE,2022-05-22 20:18:55,51.95,-7.8506,12.83,97,7,6.12
571,Biak,ID,2022-05-22 20:18:55,-0.9131,122.8766,24.32,83,93,2.55
572,Brookings,US,2022-05-22 20:18:55,44.3114,-96.7984,13.95,45,100,4.12
573,Miracema Do Tocantins,BR,2022-05-22 20:18:56,-9.5618,-48.3967,29.01,59,49,0.45
574,Luau,AO,2022-05-22 20:18:56,-10.7073,22.2247,18.27,47,100,2.73
575,Lazarev,RU,2022-05-22 20:18:56,52.225,141.5131,0.19,94,100,2.48
