City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Mutoko,ZW,-17.397,32.2268,24.08,16,1,2.49,clear sky
350,Okakarara,NA,-20.5833,17.4333,23.45,19,2,3.45,clear sky
351,Bardiyah,LY,31.7561,25.0865,24.69,40,0,7.62,clear sky
352,Kapit,MY,2.0167,112.9333,26.76,78,100,0.85,overcast clouds
353,Shar,KZ,49.5886,81.0453,15.99,37,7,3.79,clear sky
354,Nhamunda,BR,-2.1861,-56.7131,28.85,70,95,0.74,overcast clouds
355,Poshekhonye,RU,58.4993,39.1353,6.99,52,100,4.15,overcast clouds
356,Praia Da Vitoria,PT,38.7333,-27.0667,18.2,88,75,4.43,light intensity drizzle
357,Wanning,CN,18.8003,110.3967,26.54,93,100,2.14,overcast clouds
358,Richards Bay,ZA,-28.783,32.0377,19.52,80,100,5.89,overcast clouds
359,Eichstatt,DE,48.8833,11.1833,24.36,47,75,2.06,heavy intensity rain
360,Kuytun,RU,54.3419,101.5036,11.28,52,0,2.19,clear sky
361,Lao Cai,VN,22.4833,103.95,22.3,99,100,0.35,overcast clouds
362,Lebedinyy,RU,58.5167,125.5167,3.77,73,7,0.88,clear sky
363,Esperance,AU,-33.8667,121.9,15.91,77,100,8.64,moderate rain
364,Alenquer,BR,-1.9417,-54.7383,26.34,88,67,2.14,broken clouds
365,Severiano Melo,BR,-5.7772,-37.9578,29.82,49,5,4.39,clear sky
366,Marrakesh,MA,31.6315,-8.0083,32.04,35,40,2.57,scattered clouds
367,Ishigaki,JP,24.3448,124.1572,25.07,94,75,3.09,broken clouds
368,Salinopolis,BR,-0.6136,-47.3561,26.15,85,99,2.79,overcast clouds
369,George,ZA,-33.963,22.4617,17.75,68,20,3.6,few clouds
370,Aitape,PG,-3.1374,142.3475,25.93,88,99,2.17,overcast clouds
371,Kintampo,GH,8.0563,-1.7306,26.96,59,98,1.87,overcast clouds
372,Krasnoborsk,RU,61.5598,45.934,2.74,94,100,1.76,overcast clouds
373,Seymchan,RU,62.8833,152.4333,6.84,74,30,7.42,scattered clouds
374,Lixourion,GR,38.2019,20.4314,22.0,88,40,0.0,scattered clouds
375,Mutum,BR,-19.8,-41.4383,24.55,53,2,1.24,clear sky
376,Talnakh,RU,69.4865,88.3972,2.34,100,100,0.68,overcast clouds
377,Manyana,BW,-23.4,21.7167,20.9,29,0,2.42,clear sky
378,Talpa,MX,28.8257,-111.6257,22.52,49,0,3.81,clear sky
379,Khalkhal,IR,37.6189,48.5258,20.03,35,100,12.97,overcast clouds
380,Lokomotivnyy,RU,53.0118,60.5684,12.08,91,100,6.74,moderate rain
381,Shahrud,IR,36.4182,54.9763,27.55,11,2,5.41,clear sky
382,Kindu,CD,-2.95,25.95,25.21,83,100,0.57,overcast clouds
383,Sobolevo,RU,54.4299,31.8996,13.06,45,3,4.71,clear sky
384,Gornyy,RU,55.1153,83.9059,13.71,50,0,2.09,clear sky
385,Longyearbyen,SJ,78.2186,15.6401,3.91,70,75,5.14,broken clouds
386,Khasan,RU,42.4308,130.6434,10.93,96,100,1.96,overcast clouds
387,Hjelset,NO,62.7833,7.4833,16.88,55,75,5.66,broken clouds
388,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,5.33,100,100,2.0,overcast clouds
389,Chernyshevskiy,RU,63.0128,112.4714,14.05,50,100,3.12,overcast clouds
390,Antsohihy,MG,-14.8796,47.9875,28.75,48,22,2.17,few clouds
391,Zerbst,DE,51.9667,12.0833,25.18,43,88,6.04,overcast clouds
392,Deputatskiy,RU,69.3,139.9,-5.74,95,28,1.41,scattered clouds
393,Pogranichnyy,RU,44.4064,131.3769,12.08,95,100,1.13,overcast clouds
394,Aguimes,ES,27.9054,-15.4461,22.35,60,20,13.89,few clouds
395,Pevek,RU,69.7008,170.3133,2.18,81,64,5.04,broken clouds
396,Lukovetskiy,RU,64.2956,41.9211,2.02,80,100,5.8,light rain
397,Asau,RO,46.4333,26.4,16.64,55,85,2.24,overcast clouds
398,Kosh-Agach,RU,50.0,88.6667,16.91,49,56,3.36,broken clouds
399,Mitsamiouli,KM,-11.3847,43.2844,26.68,75,35,1.24,light rain
400,Fairbanks,US,64.8378,-147.7164,7.0,58,0,5.66,clear sky
401,Sawakin,SD,19.1059,37.3321,30.77,46,2,6.63,clear sky
402,Camargo,MX,27.6667,-105.1667,20.92,57,11,2.51,few clouds
403,Ouallam,NE,14.3188,2.0866,35.6,29,94,5.23,overcast clouds
404,Geraldton,AU,-28.7667,114.6,18.23,77,40,9.77,scattered clouds
405,Port Augusta,AU,-32.5,137.7667,15.31,60,2,2.85,clear sky
406,Wajir,KE,1.7471,40.0573,34.98,41,40,1.03,scattered clouds
407,Aginskoye,RU,51.1,114.53,9.21,58,15,2.95,few clouds
408,Uige,AO,-7.6087,15.0613,27.01,57,20,3.09,few clouds
409,Fram,PY,-26.9833,-55.8833,16.33,63,0,2.48,clear sky
410,Nome,US,64.5011,-165.4064,4.04,81,0,0.0,clear sky
411,Luchegorsk,RU,46.4764,134.2569,13.28,74,71,2.68,broken clouds
412,Clyde River,CA,70.4692,-68.5914,-8.87,67,0,8.75,clear sky
413,Isangel,VU,-19.55,169.2667,25.28,86,9,4.22,clear sky
414,Mahon,ES,39.8885,4.2658,24.31,73,20,4.12,few clouds
415,Pedasi,PA,7.5333,-80.0333,30.59,74,100,2.97,overcast clouds
416,Manaure,CO,11.7751,-72.4445,29.54,61,92,10.63,overcast clouds
417,Ayr,GB,55.4627,-4.6339,15.73,67,75,3.09,broken clouds
418,Visby,SE,57.6409,18.296,16.7,54,0,4.63,clear sky
419,Altamira,BR,-3.2033,-52.2064,26.05,89,75,1.03,broken clouds
420,Tacoronte,ES,28.4769,-16.4102,22.47,72,40,6.26,scattered clouds
421,Cooma,AU,-36.2333,149.1333,3.87,100,100,0.0,overcast clouds
422,Malakwal,PK,32.5536,73.2123,21.76,65,100,5.88,overcast clouds
423,Leningradskiy,RU,69.3833,178.4167,-0.85,91,83,2.48,broken clouds
424,Kargasok,RU,59.0556,80.8572,15.31,46,100,4.68,overcast clouds
425,Dauriya,RU,49.9333,116.8667,11.19,60,97,6.71,overcast clouds
426,Caravelas,BR,-17.7125,-39.2481,25.01,63,44,3.4,scattered clouds
427,Zeya,RU,53.75,127.2667,4.78,95,100,3.47,overcast clouds
428,Malindi,KE,-3.2175,40.1191,27.48,78,22,7.69,few clouds
429,Beringovskiy,RU,63.05,179.3167,2.1,83,100,1.52,overcast clouds
430,Timbo,BR,-26.8233,-49.2717,20.32,77,100,0.54,overcast clouds
431,Pouebo,NC,-20.4,164.5667,22.23,80,100,1.74,overcast clouds
432,Payson,US,40.0444,-111.7321,9.67,56,40,0.89,scattered clouds
433,Namibe,AO,-15.1961,12.1522,24.37,58,0,4.88,clear sky
434,Muisne,EC,0.6,-80.0333,24.89,89,100,5.12,light rain
435,Acapulco,MX,16.8634,-99.8901,25.9,83,75,1.54,broken clouds
436,Luderitz,NA,-26.6481,15.1594,20.98,49,67,2.62,broken clouds
437,Narasannapeta,IN,18.4167,84.05,31.52,69,94,4.48,overcast clouds
438,Nishihara,JP,26.1842,127.7558,20.6,94,100,10.29,mist
439,Batagay-Alyta,RU,67.8006,130.4114,0.14,85,67,1.56,broken clouds
440,Micheweni,TZ,-4.9667,39.8333,27.98,75,41,5.94,scattered clouds
441,Axim,GH,4.8699,-2.2405,28.93,66,92,3.69,light rain
442,Hailin,CN,44.5833,129.4167,14.24,81,18,2.36,light rain
443,Sabha,LY,27.0377,14.4283,36.14,6,49,4.82,scattered clouds
444,Hamilton,US,39.1834,-84.5333,13.18,67,100,5.66,overcast clouds
445,Tezu,IN,27.9167,96.1667,24.62,86,14,1.8,few clouds
446,Lodja,CD,-3.4833,23.4333,23.78,91,100,1.59,moderate rain
447,Ambon,ID,-3.6954,128.1814,25.08,94,40,2.06,moderate rain
448,Hashtrud,IR,37.4779,47.0508,20.5,32,2,12.62,clear sky
449,Kysyl-Syr,RU,63.8986,122.7617,9.66,83,100,1.96,light rain
450,Tahe,CN,52.3333,124.7333,4.81,94,91,1.52,overcast clouds
451,Esterhazy,CA,50.65,-102.0843,9.47,54,53,5.61,broken clouds
452,Nanchang,CN,28.6833,115.8833,18.4,91,97,1.49,overcast clouds
453,Santiago De Cao,PE,-7.9589,-79.2392,16.07,88,75,3.09,mist
454,Vestmannaeyjar,IS,63.4427,-20.2734,10.55,81,75,5.14,broken clouds
455,Hualmay,PE,-11.0964,-77.6139,18.87,77,43,3.91,scattered clouds
456,Kanniyakumari,IN,8.0833,77.5667,27.73,81,92,9.23,overcast clouds
457,Bukoba,TZ,-1.3317,31.8122,24.39,64,15,1.97,few clouds
458,Navur,AM,40.8669,45.3418,9.27,98,100,2.76,overcast clouds
459,Lubango,AO,-14.9172,13.4925,25.92,11,0,3.09,clear sky
460,Laramie,US,41.3114,-105.5911,1.54,96,100,4.63,snow
461,Bubaque,GW,11.2833,-15.8333,25.36,73,100,5.4,overcast clouds
462,Abu Dhabi,AE,24.4667,54.3667,35.06,67,0,4.12,clear sky
463,Svetlaya,RU,46.5389,138.3297,4.94,91,9,0.34,clear sky
464,Kushmurun,KZ,52.4503,64.6311,21.93,42,60,7.46,broken clouds
465,Meulaboh,ID,4.1363,96.1285,26.91,81,98,1.07,overcast clouds
466,Bud,US,39.447,-86.1758,12.97,65,100,5.6,overcast clouds
467,Kashi,CN,39.4547,75.9797,15.56,67,75,6.0,broken clouds
468,Keetmanshoop,NA,-26.5833,18.1333,23.22,22,58,3.96,broken clouds
469,Sao Filipe,CV,14.8961,-24.4956,22.46,72,8,4.94,clear sky
470,Viransehir,TR,37.2353,39.7631,26.94,23,69,8.43,broken clouds
471,Dinguiraye,GN,11.3,-10.7167,34.92,26,79,3.13,broken clouds
472,Nizza Monferrato,IT,44.7738,8.3539,29.1,61,100,4.4,overcast clouds
473,Ottawa,CA,45.4112,-75.6981,12.91,61,75,2.57,broken clouds
474,Makaha,US,21.4694,-158.2175,23.95,73,75,1.54,broken clouds
475,Leh,IN,34.1667,77.5833,10.75,28,42,1.31,scattered clouds
476,Shagonar,RU,51.5333,92.8,18.23,58,50,4.39,scattered clouds
477,Zolotkovo,RU,55.5281,41.1053,10.1,44,100,4.6,overcast clouds
478,Ulaanbaatar,MN,47.9077,106.8832,16.07,36,20,7.0,few clouds
479,Vila Franca Do Campo,PT,37.7167,-25.4333,19.55,84,100,2.56,light rain
480,Buala,SB,-8.145,159.5921,27.41,79,62,2.79,broken clouds
481,Hanstholm,DK,57.1167,8.6167,19.79,67,100,6.72,overcast clouds
482,Jardim,BR,-21.4803,-56.1381,24.8,34,14,2.35,few clouds
483,Hwange,ZW,-18.3693,26.5019,25.04,17,0,1.28,clear sky
484,Peterhead,GB,57.5058,-1.7981,16.22,85,100,5.53,overcast clouds
485,Three Hills,CA,51.7001,-113.2686,7.56,49,99,2.57,overcast clouds
486,Belmonte,BR,-15.8631,-38.8828,24.04,78,82,4.32,broken clouds
487,Malakal,SS,9.5334,31.6605,38.5,20,38,1.92,scattered clouds
488,Ourinhos,BR,-22.9789,-49.8706,21.67,44,52,2.4,broken clouds
489,Beian,NO,63.6559,9.5683,17.05,51,75,5.14,broken clouds
490,Savannah Bight,HN,16.45,-85.85,27.69,63,100,6.71,overcast clouds
491,Waipawa,NZ,-41.4122,175.5153,6.68,82,0,1.38,clear sky
492,Taldan,RU,53.6667,124.8,5.6,86,24,2.2,few clouds
493,Tairua,NZ,-37.0167,175.85,10.94,80,70,2.07,broken clouds
494,Prainha,BR,-1.8,-53.48,24.42,95,99,2.9,overcast clouds
495,Vestmanna,FO,62.1564,-7.1664,7.51,93,100,3.09,light rain
496,Aksha,RU,50.2814,113.2867,9.26,62,63,1.95,broken clouds
497,Timizart,DZ,36.8,4.2667,26.96,47,54,3.86,broken clouds
498,Katsuura,JP,35.1333,140.3,16.7,79,67,2.65,broken clouds
499,Umm Kaddadah,SD,13.6017,26.6876,36.98,8,61,6.42,broken clouds
500,Khrebtovaya,RU,56.7032,104.2494,7.95,77,44,0.99,scattered clouds
501,Kilindoni,TZ,-7.9139,39.6668,26.92,78,28,5.52,scattered clouds
502,Zunyi,CN,27.6867,106.9072,15.69,92,76,1.11,broken clouds
503,Ugoofaaru,MV,5.6667,73.0,28.81,78,66,6.77,broken clouds
504,Jumla,NP,29.2747,82.1838,12.17,92,100,0.71,overcast clouds
505,Nola,IT,40.922,14.5329,28.91,57,28,3.13,scattered clouds
506,Djambala,CG,-2.5447,14.7533,24.82,67,100,1.96,overcast clouds
507,La Mira,MX,18.035,-102.3266,26.37,69,60,0.96,broken clouds
508,Formosa Do Rio Preto,BR,-11.0483,-45.1931,29.16,42,31,2.93,scattered clouds
509,Glencoe,ZA,-28.1783,30.147,15.69,50,17,2.33,few clouds
510,Komsomolskiy,UZ,40.4272,71.7189,18.4,45,100,4.12,overcast clouds
511,Marienburg,PL,54.0359,19.0266,18.82,54,62,2.68,broken clouds
512,Rusape,ZW,-18.5278,32.1284,20.31,29,0,3.08,clear sky
513,Yumen,CN,40.2833,97.2,25.98,13,100,13.85,overcast clouds
514,Ossora,RU,59.2353,163.0719,1.78,96,6,1.47,clear sky
515,Anadyr,RU,64.75,177.4833,1.28,86,0,3.0,clear sky
516,Urdoma,RU,61.7533,48.5442,3.96,82,100,0.24,overcast clouds
517,Narasapur,IN,16.45,81.6667,33.09,55,95,5.63,overcast clouds
518,Abha,SA,18.2164,42.5053,28.14,23,20,5.66,few clouds
519,Kungurtug,RU,50.5994,97.5228,15.92,55,86,1.4,overcast clouds
520,Ingham,US,42.6,-84.3833,12.31,72,0,3.09,clear sky
521,Port Moresby,PG,-9.4431,147.1797,26.68,89,40,5.14,scattered clouds
522,Semnan,IR,35.5729,53.3971,31.91,6,0,1.03,clear sky
523,Batagay,RU,67.6333,134.6333,5.32,80,13,1.82,few clouds
524,Nanakuli,US,21.3906,-158.1547,23.97,70,0,1.54,clear sky
525,Cockburn Town,TC,21.4612,-71.1419,26.27,75,71,8.26,broken clouds
526,Concordia,AR,-31.393,-58.0209,13.04,88,0,0.0,clear sky
527,Nago,JP,26.5881,127.9761,20.47,84,100,10.3,moderate rain
528,Rjukan,NO,59.8789,8.5941,15.25,75,100,4.14,overcast clouds
529,Katobu,ID,-4.9408,122.5276,24.31,92,92,2.12,overcast clouds
530,Mabaruma,GY,8.2,-59.7833,22.82,98,100,0.73,overcast clouds
531,Cloquet,US,46.7216,-92.4594,10.85,65,100,2.06,overcast clouds
532,Miranda Do Corvo,PT,40.0932,-8.3326,23.95,45,90,6.36,overcast clouds
533,Noumea,NC,-22.2763,166.4572,24.44,99,100,5.7,overcast clouds
534,Glendive,US,47.1053,-104.7125,10.94,82,0,2.57,clear sky
535,Saint-Pierre,RE,-21.3393,55.4781,23.82,73,0,7.2,clear sky
536,Zurrieq,MT,35.8311,14.4742,26.73,32,0,4.12,clear sky
537,Xiongzhou,CN,25.1167,114.3,20.82,100,100,1.22,light rain
538,Jinchang,CN,38.4953,102.1739,23.36,18,94,6.24,overcast clouds
539,Nelson,NZ,-41.2833,173.2833,5.72,87,0,1.34,clear sky
540,Sakaraha,MG,-22.9,44.5333,26.52,27,0,2.43,clear sky
541,Lorengau,PG,-2.0226,147.2712,28.1,74,100,5.09,overcast clouds
542,Chicama,PE,-7.8447,-79.1469,15.3,75,38,2.69,scattered clouds
543,Maceio,BR,-9.6658,-35.7353,27.69,57,40,6.17,scattered clouds
544,Nizhniy Kuranakh,RU,58.8353,125.4869,7.1,68,25,1.27,scattered clouds
545,Yinchuan,CN,38.4681,106.2731,25.18,19,0,2.74,clear sky
546,Hovd,MN,48.0056,91.6419,21.9,25,100,5.63,overcast clouds
547,Bitung,ID,1.4451,125.1824,25.47,81,73,0.7,broken clouds
548,Kirakira,SB,-10.4544,161.9205,26.29,85,17,2.5,few clouds
549,Bongandanga,CD,1.5,21.05,23.65,95,100,1.17,overcast clouds
550,Sayhat,SA,26.4852,50.0405,42.12,27,0,6.51,clear sky
551,Ayan,RU,56.45,138.1667,1.02,93,100,1.26,overcast clouds
552,Kamwenge,UG,0.1866,30.4539,26.33,51,96,1.05,light rain
553,Teahupoo,PF,-17.8333,-149.2667,20.98,75,29,6.78,light rain
554,Peace River,CA,56.2501,-117.286,9.25,79,75,3.6,broken clouds
555,Ayia Galini,GR,35.1,24.6833,25.77,82,34,2.68,scattered clouds
556,Fallon,US,39.4735,-118.7774,3.93,48,0,1.54,clear sky
557,Pasighat,IN,28.0667,95.3333,25.31,86,46,1.58,scattered clouds
558,Margate,GB,51.3813,1.3862,14.61,88,100,0.89,light rain
559,Mayo,US,38.8876,-76.5119,19.58,68,0,4.12,clear sky
560,Kiyasovo,RU,56.3491,53.1244,7.81,60,98,4.2,overcast clouds
561,Toyooka,JP,35.5333,134.8333,14.16,83,100,1.2,overcast clouds
562,Port Hedland,AU,-20.3167,118.5667,26.03,94,40,1.54,scattered clouds
563,Texarkana,US,33.4251,-94.0477,16.12,80,100,2.68,overcast clouds
564,Taiyuan,CN,37.8694,112.5603,19.92,49,0,3.0,clear sky
565,Asosa,ET,10.0667,34.5333,26.49,48,15,2.6,few clouds
566,Hobyo,SO,5.3505,48.5268,28.25,74,87,12.82,overcast clouds
567,Muravlenko,RU,63.7898,74.523,12.56,44,51,7.77,broken clouds
568,Strezhevoy,RU,60.7333,77.5889,13.43,52,78,4.17,broken clouds
569,Mayumba,GA,-3.432,10.6554,24.25,79,100,3.03,overcast clouds
570,Piterka,RU,50.6803,47.4454,12.6,67,90,4.42,overcast clouds
571,Puerto Cabezas,NI,14.0351,-83.3888,26.98,94,75,3.09,broken clouds
572,Chester,US,40.1254,-75.8749,17.54,70,0,4.63,clear sky
573,Mandera,KE,3.9366,41.867,34.72,33,87,8.0,overcast clouds
574,Hambantota,LK,6.1241,81.1185,28.19,83,20,5.14,few clouds
575,Puerto Madryn,AR,-42.7692,-65.0385,10.09,40,82,7.81,broken clouds
576,Avera,US,33.194,-82.5271,22.73,93,100,3.05,light rain
577,Tyup,KG,42.7276,78.3648,10.49,80,88,0.43,overcast clouds
578,Kiama,AU,-34.6833,150.8667,15.56,93,100,2.16,light rain
579,Naze,JP,28.3667,129.4833,19.51,88,100,6.92,light rain
580,Ciudad Bolivar,VE,8.1222,-63.5497,25.81,72,100,4.75,overcast clouds
581,Massakory,TD,12.996,15.7293,40.53,7,40,7.27,scattered clouds
582,Akyab,MM,20.15,92.9,27.45,78,100,1.82,overcast clouds
583,Antofagasta,CL,-23.65,-70.4,13.6,65,43,2.04,scattered clouds
584,Myingyan,MM,21.4667,95.3833,32.51,51,85,6.59,overcast clouds
585,Nuuk,GL,64.1835,-51.7216,-0.66,93,100,11.32,light snow
586,Los Llanos De Aridane,ES,28.6585,-17.9182,20.07,79,75,6.17,broken clouds
587,Verkhnevilyuysk,RU,63.4453,120.3167,10.53,77,100,2.44,overcast clouds
588,Ouargaye,BF,11.5033,0.0572,24.83,75,100,0.61,light rain
589,Talmenka,RU,53.8183,83.5677,15.63,43,0,0.39,clear sky
590,Boa Vista,BR,2.8197,-60.6733,24.99,88,75,2.57,broken clouds
591,Kuantan,MY,3.8077,103.326,28.06,88,20,0.0,light rain
592,Sazonovo,RU,59.0919,35.2268,11.78,29,95,5.26,overcast clouds
593,Bolkhov,RU,53.4433,36.0044,13.31,45,74,3.62,broken clouds
594,Altay,CN,47.8667,88.1167,21.53,44,100,2.01,overcast clouds
595,Tukrah,LY,32.5341,20.5791,23.62,33,0,3.45,clear sky
596,Payakumbuh,ID,-0.2202,100.6308,22.86,94,70,0.78,broken clouds
597,Rudnogorsk,RU,57.2639,103.7519,11.45,63,66,1.09,broken clouds
598,Mount Gambier,AU,-37.8333,140.7667,9.87,83,1,2.48,clear sky
599,Dudinka,RU,69.4058,86.1778,2.57,85,100,8.12,overcast clouds
600,Udgir,IN,18.3833,77.1167,34.93,21,2,2.85,clear sky
601,Soyo,AO,-6.1349,12.3689,25.79,67,100,4.33,overcast clouds
602,Hirara,JP,24.8,125.2833,25.82,88,100,5.04,overcast clouds
603,Annan,GB,54.9884,-3.2565,14.71,81,62,5.08,broken clouds
604,Miraflores,MX,19.2167,-98.8083,17.36,60,4,1.01,clear sky
605,Mandalgovi,MN,45.7625,106.2708,21.66,19,100,3.77,overcast clouds
606,Malartic,CA,48.1335,-78.1328,8.9,74,9,2.29,clear sky
607,Ust-Maya,RU,60.4167,134.5333,4.09,80,7,1.29,clear sky
608,Oyonnax,FR,46.2592,5.6573,24.79,88,98,4.05,overcast clouds
609,Nanortalik,GL,60.1432,-45.2371,1.26,87,100,6.74,overcast clouds
610,Hokitika,NZ,-42.7167,170.9667,9.91,84,100,1.22,overcast clouds
611,Stulovo,RU,58.7225,50.1439,4.43,79,100,3.04,light rain
612,Coos Bay,US,43.3665,-124.2179,11.63,100,100,1.37,overcast clouds
613,Aviemore,GB,57.1955,-3.8259,10.25,90,100,2.55,light rain
614,Fernandopolis,BR,-20.2839,-50.2464,23.59,38,99,3.3,overcast clouds
615,Nanaimo,CA,49.1663,-123.936,14.16,69,100,2.06,overcast clouds
616,Choya,RU,52.0108,86.5467,12.43,66,99,1.48,overcast clouds
617,Emerald,AU,-23.5333,148.1667,14.63,88,63,6.11,broken clouds
618,Maputo,MZ,-25.9653,32.5892,20.13,86,75,6.17,broken clouds
619,Maun,BW,-19.9833,23.4167,23.98,29,0,1.03,clear sky
620,Moranbah,AU,-22.0016,148.0466,17.5,89,73,6.59,broken clouds
621,Aden,YE,12.7794,45.0367,31.41,59,4,0.95,clear sky
622,Jhinjhak,IN,26.5667,79.7333,28.31,44,99,0.76,overcast clouds
623,Arnprior,CA,45.4334,-76.3494,12.86,62,100,1.12,overcast clouds
624,Port Hardy,CA,50.6996,-127.4199,9.1,93,100,1.54,light rain
625,Sabang,ID,5.8933,95.3214,29.12,76,98,9.16,overcast clouds
626,Ostrovnoy,RU,68.0531,39.5131,0.2,80,100,8.38,overcast clouds
627,Lagos,NG,6.5833,3.75,31.18,58,89,1.72,overcast clouds
628,Upata,VE,8.0086,-62.3989,24.0,85,100,3.69,overcast clouds
629,Manta,EC,-0.95,-80.7333,23.88,83,75,4.63,broken clouds
630,Inta,RU,66.0317,60.1659,5.9,74,99,2.24,overcast clouds
631,Foumbot,CM,5.5079,10.6356,20.99,87,100,1.36,light rain
632,Aleksandrovskiy Zavod,RU,50.9237,117.9374,6.43,67,8,1.09,clear sky
633,Santa Fe,AR,-31.6333,-60.7,16.67,75,74,1.79,broken clouds
634,Tulle,FR,45.3333,1.8333,16.1,72,92,2.17,overcast clouds
635,Yerbogachen,RU,61.2767,108.0108,13.1,62,94,2.6,overcast clouds
636,Nayoro,JP,44.3506,142.4578,9.89,96,10,0.63,clear sky
637,Pangnirtung,CA,66.1451,-65.7125,-9.0,62,20,6.17,few clouds
638,Turukhansk,RU,65.8167,87.9833,13.63,77,98,9.79,overcast clouds
639,Olinda,BR,-8.0089,-34.8553,27.85,69,75,7.72,broken clouds
640,Odessa,UA,46.4775,30.7326,16.13,57,88,4.05,overcast clouds
641,Ust-Ilimsk,RU,58.0006,102.6619,11.08,74,6,1.51,clear sky
642,Nabire,ID,-3.3667,135.4833,24.68,91,75,1.33,broken clouds
643,Ryotsu,JP,38.0833,138.4333,14.15,88,5,0.68,clear sky
644,Maniitsoq,GL,65.4167,-52.9,-0.55,98,100,8.92,snow
645,Jaisalmer,IN,26.9147,70.9181,39.37,3,0,4.6,clear sky
646,Tevriz,RU,57.509,72.4042,9.23,93,100,3.95,light rain
647,Mayya,RU,61.7333,130.2811,4.62,92,4,1.94,clear sky
648,Decatur,US,39.8403,-88.9548,14.37,71,0,5.66,clear sky
649,Somerset,US,40.5668,-74.5496,20.22,62,0,3.09,clear sky
650,Aberystwyth,GB,52.4155,-4.0829,14.38,81,100,3.55,overcast clouds
651,Zhicheng,CN,30.2956,111.5047,20.95,74,18,1.91,few clouds
652,Huarmey,PE,-10.0681,-78.1522,19.17,79,19,3.37,few clouds
653,Anloga,GH,5.7947,0.8973,28.71,68,100,3.71,light rain
654,Itarema,BR,-2.9248,-39.9167,27.55,77,81,3.25,broken clouds
655,Waitati,NZ,-45.75,170.5667,12.67,50,6,4.1,clear sky
656,Vitim,RU,59.4511,112.5578,11.43,82,69,1.8,light rain
657,Reitz,ZA,-27.8014,28.4273,17.12,36,1,4.62,clear sky
658,Okha,RU,53.5739,142.9478,0.75,90,100,4.51,overcast clouds
659,Kahului,US,20.8947,-156.47,23.8,76,0,5.66,clear sky
660,Boende,CD,-0.2167,20.8667,26.55,77,99,1.83,light rain
661,Bridgetown,BB,13.1,-59.6167,29.27,70,40,7.2,scattered clouds
662,Goure,NE,13.9835,10.2704,40.01,6,17,2.87,few clouds
663,Salmas,IR,38.1973,44.7653,19.02,30,0,9.53,clear sky
664,Oblivskaya,RU,48.5362,42.5014,16.43,63,75,3.86,broken clouds
665,Svetlogorsk,BY,52.6333,29.7333,15.21,42,67,4.31,broken clouds
666,Hammerfest,NO,70.6634,23.6821,11.25,62,0,4.12,clear sky
667,Akureyri,IS,65.6835,-18.0878,5.96,75,40,4.12,scattered clouds
668,Shouguang,CN,36.88,118.7375,22.51,33,100,5.9,overcast clouds
669,Lincoln,US,40.8,-96.667,13.64,62,100,2.06,overcast clouds
670,Parabel,RU,58.6978,81.4825,15.21,46,98,3.76,overcast clouds
671,Paita,PE,-5.0892,-81.1144,19.55,78,42,5.44,scattered clouds
672,Mozarlandia,BR,-14.7447,-50.5706,29.3,22,14,0.7,few clouds
673,Sistranda,NO,63.7256,8.834,16.98,74,100,0.27,overcast clouds
674,Loyga,RU,61.0784,44.6075,1.63,89,100,2.68,light snow
675,Labuhan,ID,-6.8844,112.2051,27.08,81,100,5.1,overcast clouds
676,Kutum,SD,14.2,24.6667,33.9,10,3,4.73,clear sky
677,Takhli,TH,15.2634,100.3438,27.1,75,95,5.07,overcast clouds
678,Yining,CN,29.0361,114.5636,19.02,95,96,1.28,overcast clouds
679,Ternate,ID,0.8,127.4,27.28,79,100,1.65,overcast clouds
680,Alice Springs,AU,-23.7,133.8833,14.75,55,66,0.0,broken clouds
681,Kawardha,IN,22.0167,81.25,34.99,22,35,2.25,scattered clouds
682,Maues,BR,-3.3836,-57.7186,27.82,72,99,0.54,overcast clouds
683,Norfolk,US,42.1668,-71.2495,18.94,63,75,4.12,broken clouds
684,Jibuti,DJ,11.5,42.5,37.36,13,52,6.55,broken clouds
685,Huimanguillo,MX,17.85,-93.3833,26.38,74,99,1.01,overcast clouds
686,Bambanglipuro,ID,-7.95,110.2833,26.08,81,100,2.85,overcast clouds
687,Eureka,US,40.8021,-124.1637,10.52,89,57,0.45,broken clouds
688,Seoul,KR,37.5683,126.9778,20.66,71,0,3.6,clear sky
689,Darhan,MN,49.4867,105.9228,12.63,72,100,3.62,overcast clouds
690,Inhambane,MZ,-23.865,35.3833,20.99,83,75,3.09,broken clouds
691,Beyla,GN,8.6833,-8.6333,26.32,74,98,2.92,light rain
692,Tobermory,CA,45.2501,-81.6665,4.36,76,1,3.93,clear sky
693,Araucaria,BR,-25.5931,-49.4103,18.02,60,100,1.5,overcast clouds
694,Grindavik,IS,63.8424,-22.4338,9.97,76,75,5.14,broken clouds
695,Lieksa,FI,63.3167,30.0167,9.95,58,32,2.92,scattered clouds
696,Pasni,PK,25.2631,63.471,29.33,77,0,5.87,clear sky
697,Dicabisagan,PH,17.0818,122.4157,27.2,87,100,4.22,overcast clouds
698,Grootfontein,NA,-19.5667,18.1167,21.76,28,0,3.09,clear sky
699,Mount Pleasant,US,32.7941,-79.8626,27.83,82,20,4.12,few clouds
700,Guaymas,MX,27.9333,-110.9,22.2,60,0,2.51,clear sky
